3	2	4	2	1	3	3	3	4	4	1	1927	12	AT
3	4	4	3	3	3	2	8	8	8	1	1967	11	AT
4	5	4	4	1	2	1	2	3	8	2	1961	8	AT
2	3	4	3	3	4	5	3	4	4	1	1987	11	AT
6	1	2	6	2	2	2	7	7	7	2	1985	15	AT
5	1	2	5	3	6	6	3	3	3	2	1943	7	AT
3	2	4	2	1	3	1	3	3	2	1	1956	88	AT
6	2	3	5	3	5	3	2	2	2	2	1967	14	AT
3	2	2	1	3	4	4	2	2	3	2	1951	12	AT
6	1	4	5	4	3	3	2	2	2	1	1973	13	AT
4	4	6	5	1	1	1	2	2	1	2	1960	88	AT
3	1	4	4	3	2	3	2	3	3	1	1971	18	AT
4	3	4	4	1	2	1	2	2	2	2	1973	18	AT
4	2	3	3	1	1	1	2	2	2	2	1967	15	AT
3	4	5	5	2	1	1	2	2	2	2	1974	18	AT
8	3	8	8	1	2	2	1	2	2	2	1971	88	AT
5	4	5	5	1	2	3	2	3	3	2	1961	12	AT
4	2	3	2	1	1	2	2	3	3	2	1981	20	AT
3	6	3	4	2	1	2	1	1	1	1	1981	13	AT
3	6	2	5	2	3	3	1	2	2	1	1978	13	AT
3	2	3	3	2	2	3	2	2	2	2	1981	15	AT
3	6	3	3	2	2	3	2	2	2	1	1975	22	AT
3	2	3	2	1	3	1	1	2	2	2	1973	21	AT
3	2	4	3	2	3	3	2	2	2	1	1961	13	AT
5	3	5	6	6	5	2	3	3	3	1	1946	13	AT
2	1	6	2	1	1	1	1	1	1	2	1980	16	AT
4	4	5	3	4	4	3	8	8	8	2	1977	12	AT
3	4	2	1	2	2	3	2	2	2	1	1980	8	AT
4	3	2	3	3	3	3	1	2	2	2	1987	12	AT
8	8	8	8	8	2	8	8	8	8	2	1971	9	AT
5	5	5	5	5	5	5	8	8	8	2	1984	9	AT
3	3	3	3	3	3	3	8	8	8	1	1982	9	AT
3	2	3	3	3	2	3	1	1	2	2	1977	12	AT
2	3	3	3	3	3	3	2	2	2	2	1981	9	AT
2	3	5	5	3	3	5	7	7	7	1	1971	14	AT
4	2	6	4	2	4	2	7	7	7	2	1945	9	AT
3	3	1	1	3	1	3	8	8	8	1	1982	17	AT
2	1	2	2	4	3	1	3	3	3	2	1935	9	AT
2	4	3	3	2	2	1	1	1	1	1	1979	9	AT
6	3	6	3	1	2	2	1	2	2	2	1976	17	AT
5	5	6	5	2	2	1	8	1	1	2	1960	26	AT
2	5	5	4	1	2	1	1	1	1	1	1955	13	AT
3	5	5	3	3	1	1	2	2	2	1	1969	13	AT
2	1	6	5	5	3	5	4	4	4	2	1946	12	AT
3	6	8	5	2	2	2	2	2	2	1	1967	19	AT
3	6	6	5	1	2	1	1	1	1	1	1958	23	AT
4	4	4	5	2	5	2	3	4	3	2	1964	12	AT
2	3	5	3	2	2	3	2	2	2	2	1961	11	AT
3	2	2	3	1	2	2	3	3	3	1	1954	12	AT
4	3	3	4	3	3	4	2	2	2	2	1989	12	AT
2	3	3	2	3	3	3	2	4	4	2	1974	14	AT
5	3	3	2	2	2	2	1	2	1	2	1959	12	AT
2	2	3	2	2	2	2	1	2	2	1	1926	10	AT
5	2	5	5	5	4	2	3	3	3	1	1927	8	AT
6	3	6	3	3	6	4	2	3	3	1	1962	12	AT
3	3	8	1	1	2	1	4	4	4	2	1924	8	AT
4	4	5	3	6	4	5	1	3	3	1	1967	88	AT
4	2	2	1	2	2	3	3	3	3	2	1962	10	AT
5	4	4	4	2	3	1	2	2	8	2	1975	10	AT
3	2	3	2	2	2	2	2	2	3	1	1953	16	AT
5	5	4	3	2	3	3	1	1	1	1	1938	11	AT
6	4	3	4	5	3	5	3	4	4	2	1986	10	AT
3	4	4	3	1	2	2	1	1	1	1	1963	18	AT
3	3	4	2	1	1	1	2	2	3	2	1962	13	AT
3	3	6	5	2	2	1	1	2	2	1	1967	16	AT
3	1	3	3	2	3	3	2	2	2	2	1933	12	AT
3	4	3	1	1	1	3	8	8	8	2	1961	12	AT
4	2	5	3	4	4	2	3	3	3	2	1960	17	AT
2	4	4	4	2	2	2	2	3	3	1	1978	21	AT
3	2	2	2	3	3	1	1	1	2	2	1948	13	AT
5	5	2	5	2	3	4	2	2	2	2	1953	12	AT
4	1	5	4	2	4	3	3	3	3	1	1978	15	AT
2	2	5	2	2	2	2	2	2	2	1	1972	12	AT
4	4	3	5	3	1	3	1	2	4	1	1970	12	AT
3	5	3	3	1	2	2	1	1	1	2	1965	12	AT
1	1	2	2	1	1	2	2	2	2	1	1940	9	AT
2	2	2	2	1	2	2	2	2	2	2	1971	12	AT
2	1	5	1	2	3	1	1	1	1	1	1962	9	AT
4	2	5	2	1	1	2	2	2	2	2	1975	9	AT
1	1	5	1	1	1	1	1	1	1	1	1970	12	AT
7	2	6	5	1	4	1	3	4	4	2	1937	11	AT
3	1	6	1	1	1	1	1	2	2	2	1959	17	AT
5	5	3	3	3	3	2	3	3	3	2	1946	12	AT
2	2	5	2	1	2	2	3	4	4	1	1944	11	AT
1	1	3	2	1	3	1	3	3	3	1	1962	15	AT
5	3	4	2	2	3	3	2	3	3	2	1966	15	AT
4	1	3	2	3	2	2	1	2	3	1	1958	24	AT
5	3	3	2	1	3	3	2	3	3	1	1990	12	AT
5	4	3	3	3	3	2	1	3	4	1	1951	12	AT
3	6	5	5	2	1	3	3	3	3	2	1989	11	AT
3	3	4	8	6	2	4	4	4	3	1	1990	9	AT
4	2	5	3	2	2	2	2	1	2	2	1949	12	AT
1	2	3	3	1	2	3	3	4	4	2	1987	12	AT
2	5	5	4	5	2	4	2	3	3	1	1950	11	AT
3	2	3	2	2	3	2	2	3	2	1	1945	12	AT
3	4	3	3	1	1	1	2	3	2	2	1957	14	AT
3	3	6	5	2	4	2	2	3	3	2	1965	12	AT
3	4	6	5	2	1	2	2	3	2	1	1972	14	AT
5	2	2	4	2	4	5	7	7	7	2	1944	77	AT
1	1	4	1	3	4	1	4	4	4	2	1975	77	AT
6	6	6	6	1	2	2	1	1	1	2	1967	12	AT
2	3	3	2	3	4	4	8	8	8	1	1973	88	AT
8	2	8	3	8	2	2	1	3	8	2	1945	13	AT
6	5	4	5	5	2	3	2	3	8	1	1984	16	AT
3	3	3	3	3	3	3	7	7	7	1	1929	88	AT
4	5	5	4	2	2	2	2	2	2	2	1960	11	AT
4	4	6	2	1	2	4	4	4	4	2	1978	12	AT
1	1	2	1	1	1	1	3	3	3	1	1925	11	AT
3	1	4	1	2	3	2	2	2	1	1	1992	9	AT
2	3	3	2	2	2	2	3	3	8	1	1973	13	AT
2	3	2	2	1	1	1	2	2	2	2	1958	11	AT
5	2	4	1	1	2	1	2	2	2	1	1946	12	AT
1	1	1	2	2	1	1	3	4	3	1	1958	12	AT
3	1	2	3	1	2	1	3	3	2	2	1956	11	AT
6	4	6	5	2	3	3	2	2	2	1	1983	17	AT
3	1	1	1	1	1	1	3	2	2	2	1969	15	AT
3	1	8	3	2	2	3	3	3	3	1	1934	8	AT
4	2	3	3	2	2	2	1	2	3	2	1950	10	AT
3	2	4	4	1	2	2	2	3	3	2	1980	11	AT
5	1	2	2	1	3	3	8	3	3	1	1986	15	AT
6	4	6	6	1	2	1	2	3	2	2	1959	13	AT
4	6	6	6	1	5	2	2	2	2	1	1968	12	AT
2	2	5	2	6	3	2	2	4	4	1	1940	11	AT
2	2	3	2	2	3	1	2	2	3	2	1951	11	AT
1	2	4	1	1	1	2	2	3	3	2	1968	12	AT
2	1	5	3	1	1	1	2	2	2	1	1957	12	AT
1	2	2	2	2	1	1	2	2	2	2	1948	11	AT
3	1	5	3	1	1	1	1	2	3	1	1953	19	AT
2	1	3	1	1	2	1	2	2	2	2	1970	12	AT
1	1	3	1	1	2	2	2	3	4	1	1952	13	AT
3	2	4	3	2	3	2	2	3	3	2	1946	12	AT
6	6	6	5	4	6	4	3	3	4	1	1965	13	AT
7	7	7	7	7	7	7	3	3	3	2	1935	8	AT
3	1	1	2	1	4	1	2	3	3	1	1956	12	AT
2	1	3	4	1	3	2	2	3	4	1	1943	12	AT
6	5	5	4	3	4	4	1	1	1	2	1967	16	AT
5	4	4	4	4	4	4	2	3	3	2	1969	16	AT
1	3	2	2	1	2	2	2	2	2	1	1928	10	AT
3	4	4	5	1	1	2	1	1	1	2	1970	21	AT
3	3	6	1	1	1	3	1	1	1	1	1992	9	AT
3	2	2	4	1	2	2	3	3	3	2	1968	13	AT
3	5	5	3	3	3	4	2	2	2	2	1984	14	AT
4	2	4	2	4	4	2	2	2	2	1	1959	14	AT
5	4	3	8	8	4	5	3	3	3	1	1931	19	AT
1	1	1	8	2	4	4	3	3	3	2	1924	12	AT
3	4	4	4	1	4	2	8	8	8	2	1971	12	AT
6	4	4	4	4	3	4	3	3	3	2	1965	11	AT
6	5	6	6	5	6	6	2	2	2	1	1948	13	AT
2	2	1	2	1	2	1	2	2	2	2	1926	12	AT
3	5	6	5	2	2	3	2	2	8	2	1985	16	AT
5	6	3	5	1	2	2	2	2	2	2	1967	16	AT
2	3	3	2	3	4	4	3	3	2	2	1967	13	AT
2	2	3	2	3	2	2	2	2	2	1	1957	20	AT
2	5	5	6	1	2	2	1	1	1	1	1964	10	AT
5	4	6	1	2	2	1	2	2	2	1	1966	15	AT
6	1	2	4	2	2	3	3	3	3	2	1988	14	AT
2	1	2	2	2	2	1	3	3	3	1	1970	14	AT
5	2	4	4	1	5	2	2	2	2	2	1967	13	AT
2	2	5	2	1	2	1	3	3	3	1	1937	15	AT
2	3	8	3	4	3	4	8	8	4	2	1966	9	AT
3	2	2	2	2	2	1	3	3	3	1	1963	15	AT
4	3	5	4	2	3	2	2	2	2	2	1973	12	AT
4	3	5	4	1	3	1	2	2	2	2	1965	15	AT
3	2	4	1	4	3	3	2	3	3	1	1965	17	AT
3	1	4	2	1	2	1	2	4	4	2	1966	11	AT
6	3	2	1	2	4	1	1	2	2	1	1954	18	AT
4	3	3	3	1	4	2	2	2	2	1	1949	15	AT
3	2	4	3	1	3	2	2	3	2	1	1984	11	AT
4	2	3	2	2	1	1	1	2	2	2	1963	22	AT
3	3	5	3	2	2	2	3	3	3	2	1982	12	AT
5	4	8	3	3	2	1	7	7	7	1	1987	18	AT
3	2	3	2	2	2	2	2	2	2	1	1953	14	AT
7	3	4	5	7	3	2	3	3	3	2	1957	11	AT
4	4	3	2	2	3	2	3	3	3	1	1990	11	AT
3	6	3	4	1	1	1	1	1	1	2	1986	15	AT
3	3	5	3	2	2	1	2	3	3	1	1981	12	AT
2	2	8	2	2	2	2	4	4	4	1	1980	16	AT
1	1	5	5	1	1	1	3	4	4	2	1967	12	AT
5	6	5	4	1	3	3	1	2	2	2	1992	9	AT
2	1	3	1	1	1	1	2	2	3	2	1988	12	AT
3	5	4	2	2	2	3	2	3	2	1	1963	10	AT
4	2	4	2	1	2	1	1	3	3	2	1947	9	AT
3	3	3	4	2	1	1	3	3	3	1	1979	13	AT
4	5	5	3	2	2	1	2	2	2	2	1984	17	AT
3	2	3	2	3	2	2	3	4	3	1	1990	11	AT
4	3	5	2	2	2	2	2	3	3	2	1976	9	AT
3	5	5	5	2	2	2	4	4	4	2	1977	10	AT
2	3	4	2	2	3	3	3	3	3	1	1984	10	AT
2	5	4	5	2	1	1	2	2	2	1	1981	14	AT
6	3	2	1	2	3	2	2	2	2	1	1971	13	AT
4	3	4	2	2	8	2	3	3	2	1	1990	9	AT
5	4	5	3	4	8	2	8	8	3	2	1990	11	AT
4	2	5	3	1	2	2	2	2	2	2	1970	15	AT
1	1	8	1	1	1	1	4	4	4	2	1956	9	AT
5	5	1	1	2	5	5	1	2	2	1	1960	16	AT
5	2	4	3	2	2	2	2	4	4	1	1987	14	AT
4	3	2	2	1	2	1	2	3	3	2	1955	14	AT
3	2	3	1	2	2	3	2	2	2	2	1943	11	AT
4	5	3	2	3	4	3	4	4	3	1	1984	9	AT
2	2	4	2	2	3	3	2	2	2	2	1966	11	AT
2	2	5	4	2	2	2	8	2	2	2	1974	18	AT
4	1	3	2	3	3	2	3	3	3	2	1951	12	AT
3	1	4	4	3	3	1	4	4	4	2	1986	12	AT
3	3	5	3	2	7	2	2	2	1	2	1986	15	AT
5	5	5	6	5	6	2	4	4	4	1	1981	11	AT
5	4	4	3	2	1	2	2	2	2	2	1969	14	AT
1	5	4	4	1	2	2	3	3	3	2	1963	15	AT
4	2	4	4	2	3	2	3	4	2	1	1990	12	AT
4	2	4	2	2	4	2	2	2	2	1	1960	12	AT
3	3	4	3	3	3	4	2	4	3	1	1965	88	AT
2	1	3	1	1	1	3	2	2	2	2	1983	17	AT
3	2	5	4	1	3	2	2	4	3	1	1989	14	AT
5	2	6	3	1	3	1	2	2	2	2	1990	12	AT
3	2	3	2	2	3	3	2	4	4	2	1923	8	AT
4	5	5	3	2	2	2	1	1	1	2	1963	17	AT
2	2	2	2	2	2	2	2	2	2	2	1958	13	AT
2	3	3	3	2	4	3	3	3	3	1	1963	13	AT
2	2	3	2	2	3	2	1	2	1	1	1946	15	AT
5	4	4	2	2	3	4	3	3	3	1	1985	12	AT
4	4	5	2	2	2	3	2	2	2	2	1987	13	AT
4	5	5	2	4	5	5	3	3	3	1	1988	13	AT
3	3	4	3	2	2	3	2	2	2	2	1986	13	AT
3	3	6	5	4	3	3	2	4	4	1	1991	9	AT
5	5	4	8	1	3	2	1	1	1	2	1962	20	AT
5	2	5	3	3	2	1	2	2	2	2	1975	12	AT
2	6	5	3	2	2	1	2	3	3	2	1964	15	AT
5	4	5	3	2	4	4	2	3	2	1	1983	12	AT
2	2	3	1	2	1	3	1	2	2	1	1941	11	AT
3	6	5	5	3	8	5	2	3	3	2	1989	11	AT
3	3	6	3	1	2	1	3	3	3	1	1961	12	AT
1	4	1	1	1	1	1	4	4	3	2	1944	8	AT
4	3	4	3	1	3	3	3	3	3	2	1949	11	AT
1	4	6	1	1	1	1	3	3	2	2	1939	11	AT
1	4	6	1	1	1	1	3	3	2	1	1929	14	AT
2	2	5	3	3	2	2	3	2	2	1	1963	10	AT
4	4	5	4	1	1	1	2	3	2	2	1940	8	AT
3	4	6	5	1	2	2	1	1	1	2	1959	11	AT
1	6	6	1	1	1	1	2	2	4	2	1939	11	AT
2	2	2	2	2	2	1	2	4	3	1	1951	13	AT
4	3	4	2	1	3	2	3	3	3	2	1964	11	AT
5	2	4	4	3	3	2	1	1	1	2	1965	12	AT
4	2	5	2	1	1	1	8	2	2	2	1956	12	AT
3	3	8	2	4	3	2	3	4	3	2	1959	10	AT
2	1	3	3	2	3	2	2	2	2	2	1923	8	AT
4	1	3	2	4	1	2	1	2	1	1	1937	10	AT
4	2	5	4	2	3	2	3	3	3	2	1949	8	AT
3	2	5	2	3	3	2	3	3	3	1	1946	10	AT
5	2	4	5	2	2	2	1	2	3	2	1960	13	AT
4	2	4	4	4	4	2	2	2	1	1	1940	10	AT
2	1	2	1	8	2	1	1	3	3	1	1934	17	AT
1	4	3	2	3	5	4	1	3	3	1	1956	17	AT
5	4	4	3	2	2	2	2	3	2	2	1985	12	AT
4	2	3	2	2	2	2	3	3	3	1	1988	12	AT
2	2	2	2	1	2	1	3	3	3	1	1939	15	AT
2	6	6	5	1	1	1	1	1	1	2	1989	12	AT
1	1	1	1	1	1	1	1	2	3	1	1945	11	AT
3	3	2	2	3	1	3	2	3	3	1	1990	12	AT
4	1	2	3	2	3	1	2	2	2	2	1968	17	AT
4	1	4	4	1	1	1	2	2	2	2	1956	10	AT
3	2	3	1	2	3	3	3	3	4	1	1959	12	AT
3	1	2	1	2	2	2	3	3	3	2	1971	12	AT
5	2	2	2	1	2	2	2	3	2	2	1991	8	AT
3	3	3	3	3	4	2	3	3	3	1	1991	12	AT
4	5	4	4	3	3	4	3	3	3	1	1949	12	AT
3	3	3	4	2	2	5	3	3	3	1	1971	12	AT
3	3	5	3	3	4	2	3	3	3	2	1975	10	AT
4	3	5	3	3	2	4	3	3	3	1	1967	9	AT
5	5	4	3	3	4	5	3	3	3	1	1970	12	AT
3	4	3	2	4	3	4	2	4	4	2	1987	13	AT
6	2	4	4	6	5	3	3	4	4	1	1982	15	AT
4	4	5	3	5	2	2	7	7	7	2	1966	11	AT
5	5	2	3	2	4	5	3	3	3	1	1964	11	AT
5	4	3	3	3	3	3	2	3	3	2	1963	12	AT
2	4	2	1	2	2	1	3	3	3	2	1950	12	AT
3	3	3	3	2	4	2	3	3	3	2	1975	12	AT
3	3	3	5	1	1	1	2	2	1	1	1978	19	AT
3	6	5	5	2	2	4	2	4	2	1	1964	12	AT
3	2	5	3	2	1	1	2	4	2	2	1977	11	AT
2	2	2	2	2	2	2	3	3	4	2	1952	10	AT
3	1	2	1	1	4	2	1	3	3	2	1968	10	AT
1	2	2	2	1	2	1	2	2	3	1	1933	11	AT
2	2	2	3	2	2	2	3	4	3	2	1964	13	AT
3	1	3	2	3	4	2	1	4	4	1	1966	9	AT
1	2	1	1	3	2	3	2	3	3	2	1943	11	AT
1	5	5	4	1	4	1	3	3	8	2	1970	14	AT
4	3	6	3	2	3	3	3	3	2	2	1985	13	AT
4	4	4	4	1	1	1	1	1	1	1	1985	10	AT
5	6	6	5	1	1	1	2	2	2	1	1978	16	AT
5	3	5	5	4	2	3	3	3	4	2	1951	8	AT
3	5	5	5	2	2	2	1	1	1	2	1961	14	AT
4	6	5	4	1	2	1	1	1	1	2	1956	14	AT
4	3	3	3	5	3	3	2	3	3	1	1926	8	AT
3	3	5	4	2	2	2	1	2	2	2	1966	12	AT
5	6	5	5	2	4	5	2	3	4	1	1968	23	AT
3	1	2	2	2	2	1	2	2	2	1	1968	11	AT
4	3	5	3	2	1	2	4	2	2	1	1958	12	AT
2	1	2	1	1	2	1	7	7	7	2	1928	14	AT
3	3	4	3	2	2	3	3	3	2	1	1971	13	AT
5	2	5	1	2	2	2	2	4	4	2	1967	11	AT
4	5	4	4	5	5	5	2	3	3	1	1980	13	AT
3	3	4	3	3	3	2	2	2	2	2	1974	12	AT
1	2	3	1	1	1	1	2	2	2	2	1960	11	AT
4	3	4	3	4	4	3	2	2	3	2	1986	12	AT
4	2	4	2	5	3	2	2	4	4	2	1985	13	AT
3	2	3	2	3	3	2	4	4	4	1	1950	12	AT
4	4	5	4	1	1	1	3	3	3	2	1968	11	AT
2	1	3	1	1	1	1	2	3	3	2	1954	12	AT
3	2	5	2	2	3	2	3	4	4	1	1964	13	AT
5	5	5	2	2	2	1	2	2	8	2	1958	14	AT
4	1	2	1	1	2	1	3	3	3	1	1976	14	AT
1	2	3	2	3	3	2	2	3	3	2	1958	12	AT
5	4	5	3	1	2	2	3	3	3	1	1987	13	AT
3	3	2	2	2	2	2	2	3	2	2	1968	9	AT
4	3	3	3	2	4	3	3	3	3	1	1940	11	AT
4	4	2	3	6	3	2	1	2	2	2	1991	9	AT
4	2	2	4	1	2	4	3	3	3	1	1966	13	AT
3	2	3	2	3	3	2	3	3	3	1	1954	13	AT
4	2	3	3	3	4	2	2	3	2	1	1958	12	AT
5	6	5	4	6	6	6	4	4	4	1	1983	13	AT
4	2	3	3	2	4	2	3	3	3	2	1964	13	AT
3	3	5	3	5	2	1	3	3	3	1	1963	13	AT
4	4	4	3	3	2	3	2	2	2	1	1990	12	AT
2	4	2	2	2	3	2	1	2	3	1	1964	14	AT
4	2	5	5	2	2	2	2	2	2	2	1971	12	AT
3	1	4	1	4	1	1	2	3	2	1	1973	14	AT
1	2	6	2	1	3	2	2	2	2	2	1962	12	AT
3	1	2	2	2	2	1	3	4	3	2	1932	8	AT
2	2	3	2	2	2	2	3	3	3	1	1956	12	AT
2	2	1	3	1	2	2	2	2	2	2	1983	11	AT
3	2	2	3	2	2	2	2	2	2	2	1957	12	AT
3	3	4	2	2	2	3	2	3	3	2	1965	10	AT
2	2	4	2	4	3	2	2	2	2	1	1947	13	AT
6	4	3	1	3	1	3	1	4	3	1	1987	9	AT
2	1	2	2	2	2	1	2	2	3	2	1965	9	AT
3	2	3	3	1	1	1	2	2	2	2	1954	12	AT
5	3	5	3	3	4	2	1	1	1	2	1970	10	AT
2	4	2	2	3	4	3	3	3	3	1	1980	13	AT
3	4	5	4	2	3	2	2	2	2	2	1969	14	AT
2	1	2	6	1	1	1	3	3	3	2	1970	10	AT
1	1	4	3	1	1	1	2	3	3	1	1942	13	AT
1	1	6	5	1	1	1	1	1	1	1	1988	12	AT
3	6	6	6	1	1	1	2	2	2	2	1949	13	AT
1	1	2	1	2	1	1	2	3	3	2	1934	12	AT
3	3	6	5	1	1	1	2	2	2	2	1940	27	AT
3	3	3	2	3	3	3	3	3	3	1	1969	10	AT
4	3	5	5	2	1	1	2	2	2	2	1971	17	AT
3	3	6	2	2	1	1	2	2	2	2	1950	13	AT
3	3	2	2	2	2	2	2	2	2	1	1963	13	AT
2	2	2	2	2	2	2	2	2	2	2	1955	12	AT
3	2	2	2	2	3	2	3	3	3	2	1941	11	AT
2	4	5	5	4	5	3	2	4	3	2	1963	8	AT
2	3	3	2	2	2	2	3	4	3	2	1959	12	AT
4	2	6	3	1	3	1	3	3	3	2	1965	16	AT
4	2	5	4	1	2	1	1	1	1	2	1949	12	AT
5	3	6	6	1	3	2	1	3	1	2	1976	11	AT
3	7	2	7	3	2	7	4	4	4	1	1953	12	AT
5	3	5	4	1	2	2	1	1	1	1	1966	12	AT
2	5	4	3	1	2	2	1	2	2	2	1937	12	AT
4	4	5	4	4	3	2	2	3	2	1	1949	12	AT
4	3	5	5	3	3	1	2	2	2	2	1972	23	AT
4	5	3	3	2	2	3	4	4	4	2	1960	9	AT
6	3	4	2	2	4	6	4	4	4	1	1938	9	AT
3	2	3	2	3	3	4	3	3	3	2	1955	9	AT
4	3	3	4	2	3	6	3	3	2	2	1986	11	AT
1	4	4	3	1	2	3	2	2	2	2	1963	11	AT
2	4	8	1	1	3	4	2	3	2	1	1962	9	AT
4	4	5	3	2	3	5	4	4	4	2	1991	12	AT
5	1	5	5	3	4	1	1	1	1	2	1955	17	AT
2	2	5	3	2	1	2	1	2	2	2	1971	23	AT
4	4	5	5	2	2	2	1	1	1	2	1964	18	AT
1	1	2	3	1	2	1	3	3	3	1	1929	12	AT
3	3	2	2	1	1	1	2	2	2	1	1982	18	AT
3	3	5	4	1	2	4	1	1	1	2	1981	14	AT
6	1	4	3	4	6	6	3	4	4	1	1988	13	AT
4	3	5	2	3	3	3	2	2	3	2	1969	12	AT
3	4	2	2	1	2	3	1	2	2	2	1989	12	AT
5	5	5	1	1	2	1	2	3	3	2	1953	9	AT
2	3	1	2	1	3	2	2	2	2	1	1966	13	AT
3	2	4	2	3	3	3	2	3	4	1	1946	8	AT
4	3	4	3	2	3	3	1	2	2	2	1963	14	AT
4	3	4	5	4	4	4	3	3	3	2	1991	10	AT
5	4	5	4	5	5	4	3	3	3	1	1956	13	AT
5	5	3	2	3	4	4	3	3	3	1	1961	12	AT
4	3	4	4	4	3	3	2	2	2	2	1991	12	AT
5	2	4	4	4	4	3	2	3	3	2	1961	14	AT
